State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details
17,23,2019,7,6,213,2,4,4,3,3,3,2,2,2,3,111,31,0,2,0,3
10,23,2023,7,3,321,0,1,3,2,4,1,1,3,3,1,89,58,1,2,0,1
6,5,2022,7,3,415,1,4,0,8,2,1,0,1,2,3,61,35,1,2,0,3
20,23,2019,11,4,1225,1,2,2,8,5,4,1,3,0,0,90,49,0,1,0,2
23,23,2019,11,4,39,1,3,4,8,0,2,0,3,2,3,99,29,1,0,1,2
10,23,2020,4,5,425,2,4,0,5,4,2,2,1,0,3,111,37,0,1,1,2
9,23,2023,4,0,18,1,1,1,3,1,4,1,2,3,2,98,56,0,1,1,2
25,23,2023,5,0,173,1,2,3,4,0,3,0,1,0,3,37,67,1,2,0,0
19,23,2021,4,6,327,0,1,3,10,5,2,1,1,0,3,67,45,1,2,1,2
25,23,2021,3,2,54,2,5,4,3,1,1,2,1,0,2,78,56,1,2,0,0
25,23,2020,1,0,1182,2,4,6,8,4,3,0,3,0,0,73,70,1,0,0,1
27,23,2020,7,6,1176,0,3,3,6,1,0,1,2,3,0,41,24,0,2,0,0
18,23,2019,3,5,421,0,5,6,0,1,1,3,1,2,3,100,52,1,0,0,2
5,23,2022,5,1,563,0,3,1,10,0,0,1,1,0,2,54,54,1,0,0,2
8,20,2022,2,4,844,1,5,3,5,1,0,2,2,0,2,84,61,0,2,0,2
12,23,2022,5,4,270,2,4,5,4,1,1,0,2,1,3,103,58,0,2,1,3
5,23,2019,10,2,1205,1,3,4,8,5,3,2,3,3,2,103,62,0,0,0,1
20,23,2019,11,2,698,2,5,0,10,4,3,2,1,3,1,97,28,1,1,0,3
2,23,2023,11,2,794,0,1,1,1,3,0,0,2,2,0,60,48,1,1,1,2
28,23,2018,5,4,170,0,5,0,1,0,1,0,0,1,3,38,49,0,2,0,2
3,23,2018,4,4,283,0,4,0,0,2,1,1,2,3,1,56,56,1,1,0,2
7,23,2022,1,6,290,0,2,6,9,2,0,2,2,2,3,100,59,1,0,0,2
2,23,2020,6,5,39,0,2,6,9,5,2,2,3,0,2,79,22,0,0,0,0
19,23,2020,6,5,1223,0,4,1,0,4,4,3,0,0,0,104,18,0,2,1,2
20,23,2020,6,3,245,2,1,0,10,2,2,3,3,3,1,40,60,0,0,0,0
31,9,2018,2,3,124,0,4,2,2,5,2,3,2,2,2,49,49,1,1,1,1
17,23,2022,1,3,296,0,3,6,10,4,4,2,0,1,1,93,70,0,0,1,2
7,23,2022,4,3,583,1,4,5,10,1,2,0,0,2,3,59,48,1,2,0,3
16,15,2023,2,3,337,0,2,3,6,2,0,2,0,2,0,46,49,0,0,1,2
7,23,2020,4,0,948,2,5,6,9,2,0,2,3,2,2,49,34,0,1,1,3
19,23,2018,4,5,478,2,4,4,4,5,3,1,1,2,0,46,62,0,0,1,1
25,23,2019,0,3,690,2,2,6,0,2,3,1,2,2,0,109,21,1,1,1,3
9,23,2019,4,3,625,1,3,0,2,4,0,3,1,0,3,96,53,1,2,1,2
28,23,2019,8,0,1007,2,5,4,6,0,3,1,2,1,0,35,40,0,2,1,0
2,23,2023,4,5,1171,0,2,6,6,1,0,3,2,0,1,95,21,0,2,1,0
16,15,2022,5,6,1022,0,5,4,10,0,4,1,0,2,1,75,37,0,0,1,3
17,23,2021,3,6,832,0,3,0,9,1,3,0,0,1,2,49,36,1,2,0,0
15,23,2023,0,5,259,0,2,3,7,1,3,3,1,1,1,65,35,1,2,1,3
3,23,2018,2,5,288,0,2,2,1,5,3,0,0,3,2,101,45,1,0,0,1
14,23,2022,0,2,1189,2,5,6,7,2,4,1,2,1,0,106,54,1,1,1,0
4,23,2022,1,1,669,1,2,1,3,1,1,2,2,3,3,101,49,0,1,1,1
13,12,2019,5,2,264,2,4,3,8,0,4,1,1,3,1,68,50,0,2,1,3
13,12,2020,6,0,205,2,5,1,4,1,2,3,2,3,3,66,34,0,2,0,3
22,23,2019,9,4,718,2,2,2,10,2,3,0,0,0,0,118,42,1,1,1,0
16,17,2020,3,2,201,0,4,5,1,0,1,1,0,3,1,71,20,0,1,0,0
7,23,2021,7,2,918,2,2,1,6,4,2,3,2,0,1,30,66,1,0,0,1
2,23,2021,1,3,1128,0,5,1,3,3,2,2,3,1,3,32,60,0,2,1,2
4,23,2020,8,6,406,2,2,0,2,5,0,3,3,3,0,107,60,0,0,0,0
18,23,2021,8,3,14,1,1,3,0,2,1,1,0,0,3,112,37,0,1,0,2
21,23,2023,4,2,257,2,5,5,10,0,0,1,1,2,1,78,44,0,0,0,1
20,23,2019,11,5,555,0,1,3,5,3,3,3,3,0,0,31,20,0,2,1,0
21,23,2020,10,0,285,1,3,1,2,0,0,2,2,3,1,104,43,1,2,1,3
26,11,2021,8,0,262,1,5,5,5,4,3,2,2,2,1,72,22,1,2,1,0
7,23,2020,11,5,433,0,1,3,8,5,3,0,2,2,0,107,20,0,0,1,3
17,23,2023,3,4,764,0,1,5,6,3,1,1,2,2,3,52,70,0,0,0,1
6,16,2020,9,2,661,2,4,6,3,4,2,1,0,3,1,57,51,1,2,1,0
25,23,2018,6,6,608,2,5,6,5,2,1,0,1,1,2,105,26,0,2,1,0
13,1,2021,11,2,130,1,4,0,10,3,0,3,1,0,0,56,37,0,1,1,0
16,15,2019,0,6,854,0,5,4,0,4,3,3,0,2,3,99,50,1,1,0,1
6,16,2018,2,4,12,1,4,1,8,3,2,1,0,2,3,48,47,1,2,1,1
9,23,2019,0,0,793,1,5,6,5,3,3,2,0,1,2,59,32,0,2,1,0
2,23,2018,11,0,1023,2,3,5,9,5,1,1,3,0,2,51,45,0,1,0,1
12,23,2019,2,2,283,1,4,3,2,1,3,3,2,0,1,115,48,1,0,0,3
20,23,2019,3,1,224,0,2,1,8,5,4,0,1,0,1,46,43,0,0,0,0
6,18,2018,6,4,922,1,2,0,5,3,3,2,2,3,2,69,64,1,1,0,1
16,13,2022,9,6,865,2,4,6,1,0,2,2,2,0,2,119,37,0,1,1,3
10,23,2019,5,6,1095,2,5,0,2,1,3,0,1,2,2,60,42,0,1,0,0
8,24,2019,4,4,434,0,2,5,4,1,2,0,3,0,2,46,23,0,1,0,1
26,3,2018,9,3,337,1,1,0,8,0,2,1,2,1,3,103,47,1,0,1,3
2,23,2020,8,2,630,0,4,3,7,2,0,1,3,1,2,75,55,0,2,1,0
14,23,2019,10,0,166,2,5,1,1,4,4,2,1,0,2,75,39,1,0,0,2
24,22,2020,8,3,286,2,3,2,10,4,3,0,0,0,3,56,39,0,2,1,0
0,21,2020,3,5,480,1,3,4,9,3,4,2,1,3,3,57,59,1,2,1,0
6,18,2018,4,0,218,0,5,4,9,5,1,1,0,0,3,45,52,0,0,1,3
22,23,2018,1,3,85,1,4,0,3,0,1,0,0,0,0,88,69,0,1,1,2
8,0,2020,0,1,848,2,1,3,10,4,3,3,1,0,2,114,42,1,2,1,1
30,23,2023,5,6,65,1,1,6,7,1,1,2,0,3,1,32,19,0,1,0,1
21,23,2019,9,0,134,2,3,2,0,5,3,2,2,3,1,105,39,1,2,0,0
6,18,2020,10,5,787,0,5,6,7,1,4,0,1,0,2,112,21,1,0,0,1
1,23,2023,2,6,74,1,2,6,9,5,3,3,0,0,2,102,45,0,1,1,1
29,25,2021,6,1,641,0,1,3,10,2,4,3,1,3,0,87,27,1,0,0,2
5,23,2023,7,1,188,0,3,1,9,3,3,0,2,1,3,71,42,0,1,1,0
2,23,2019,7,4,758,0,3,5,3,5,4,0,1,0,2,47,20,1,1,1,0
17,23,2018,2,4,767,2,2,4,5,0,3,3,2,0,3,39,38,1,2,0,0
14,23,2023,1,3,1223,1,4,1,10,1,1,2,3,2,2,37,33,0,0,1,3
0,27,2021,8,2,313,1,1,3,3,0,0,1,1,2,0,86,23,1,1,0,3
7,23,2023,7,2,572,1,4,5,6,2,0,0,3,3,2,65,40,0,1,1,1
6,5,2021,6,5,328,2,3,6,7,5,2,3,2,2,2,95,24,0,2,0,2
26,11,2023,3,0,215,0,5,3,7,5,2,1,3,2,0,42,55,0,1,1,0
29,10,2020,11,1,446,0,1,4,7,5,3,1,2,1,0,76,18,0,2,1,2
19,23,2023,2,1,355,2,5,4,2,0,2,1,2,0,0,38,66,1,1,0,3
26,2,2023,6,2,1235,2,5,0,0,5,2,0,3,2,1,37,50,0,1,0,0
28,23,2023,8,4,1154,0,3,0,8,3,4,0,3,1,0,36,56,1,1,0,0
21,23,2019,8,2,550,2,1,1,10,3,3,2,0,3,3,104,53,0,1,0,0
27,23,2021,8,2,681,2,1,6,4,1,0,1,2,2,2,34,19,0,2,1,3
18,23,2018,5,0,1096,1,1,1,2,5,0,3,2,3,0,69,31,0,1,0,0
20,23,2019,0,3,395,2,3,2,2,4,2,1,0,2,2,105,42,1,2,0,2
13,14,2020,11,4,725,1,5,5,0,3,1,2,1,0,2,80,51,0,2,1,2
28,23,2019,7,3,1155,0,2,1,8,0,3,1,3,2,2,71,31,1,1,1,1
12,23,2019,10,6,842,2,5,6,6,5,0,1,2,3,3,64,29,1,0,0,0
5,23,2022,0,5,1204,1,4,1,3,2,4,0,0,2,2,115,70,1,2,0,1
30,23,2019,6,1,367,1,3,2,3,0,4,1,1,3,1,37,58,0,2,0,1
7,23,2023,11,4,279,1,3,1,0,1,1,1,0,1,3,64,19,1,2,0,3
0,26,2019,9,6,1036,2,4,3,4,3,1,1,2,2,3,117,36,0,2,1,3
1,23,2021,11,3,478,2,1,1,10,5,2,0,1,2,3,115,26,1,1,1,2
14,23,2020,8,0,927,2,4,1,5,4,0,2,0,1,2,110,26,0,1,0,0
24,22,2020,0,5,1041,0,1,6,4,3,2,2,2,0,1,36,20,0,2,0,2
19,23,2021,8,1,316,1,2,4,9,4,0,3,2,3,2,49,50,1,0,1,2
18,23,2021,0,3,649,0,5,1,4,4,1,2,3,0,2,70,46,1,1,0,2
28,23,2022,11,5,274,0,3,1,8,2,0,2,0,2,2,101,24,0,2,1,2
24,7,2022,5,3,61,2,5,0,10,1,3,2,1,2,3,55,31,0,2,1,3
19,23,2022,0,4,1029,0,4,3,4,5,2,1,1,1,3,32,61,1,2,1,2
5,23,2021,4,3,23,1,3,4,9,5,3,2,0,1,0,107,25,1,2,0,3
19,23,2022,6,3,553,2,4,0,9,2,2,3,0,0,2,101,22,1,2,1,1
9,23,2020,5,3,751,2,2,6,10,3,0,2,0,0,3,61,46,0,1,0,0
3,23,2021,7,1,415,0,2,3,8,4,3,0,0,2,3,107,70,1,2,0,2
31,9,2018,1,4,691,1,4,3,5,4,4,1,2,1,2,59,29,1,2,1,3
12,23,2021,11,3,658,0,2,1,3,3,0,1,2,3,2,62,70,0,2,0,2
11,23,2023,7,0,366,0,4,1,9,4,2,1,1,0,3,102,59,0,1,1,1
1,23,2021,0,5,127,0,1,0,6,1,0,0,2,1,2,33,28,0,0,0,0
21,23,2022,9,6,798,1,3,2,2,5,3,3,1,2,1,31,33,1,0,0,1
18,23,2019,11,1,485,1,5,1,8,2,1,0,2,3,3,58,19,0,1,0,3
5,23,2021,9,6,1217,0,1,3,8,2,4,3,1,2,1,99,56,1,0,0,0
11,23,2022,10,3,391,0,1,6,8,5,4,3,1,2,1,88,60,0,2,1,0
18,23,2022,10,4,42,1,3,3,8,0,1,3,0,0,2,45,23,1,0,1,3
10,23,2023,5,2,785,0,1,3,10,3,2,3,1,2,1,101,20,0,0,1,1
0,27,2019,8,6,686,0,2,5,9,0,4,0,0,2,3,61,62,0,0,1,3
31,19,2020,7,0,808,0,3,6,10,5,2,0,1,3,0,104,67,0,0,0,0
12,23,2020,2,4,227,1,2,2,10,4,1,0,0,0,2,112,37,0,1,0,1
4,23,2019,6,2,680,0,3,2,5,4,3,0,3,3,2,80,19,0,0,0,2
11,23,2023,8,2,779,2,4,1,3,3,0,0,1,3,3,116,28,1,0,1,0
27,23,2021,9,1,185,2,3,3,5,4,3,3,2,0,3,72,69,0,2,0,1
15,23,2020,0,5,1217,1,4,0,2,1,3,1,0,0,1,59,52,1,1,1,2
19,23,2022,10,0,122,1,2,2,0,2,3,3,3,3,2,40,42,0,0,1,3
14,23,2022,5,2,268,1,5,4,9,3,4,3,2,2,1,107,40,1,2,1,0
25,23,2021,0,2,584,0,1,4,5,2,3,3,3,3,0,101,68,0,1,0,3
24,22,2020,3,5,989,2,1,3,8,1,3,0,1,1,2,79,62,1,0,0,2
23,23,2021,7,4,774,2,5,5,5,3,2,0,0,2,3,50,45,0,0,1,2
4,23,2019,4,1,763,1,5,3,8,3,1,1,2,1,2,89,69,1,2,1,1
11,23,2021,6,3,731,2,4,6,9,5,4,1,2,3,0,34,41,0,2,1,1
9,23,2023,8,6,1098,0,2,0,2,4,0,0,0,2,3,34,23,1,2,0,1
20,23,2021,8,6,349,0,5,3,4,5,3,0,3,3,3,59,53,1,1,0,0
17,23,2022,11,1,604,1,5,0,3,2,4,0,2,3,2,32,68,0,0,0,0
25,23,2021,6,6,59,0,2,2,7,4,2,1,1,0,1,37,61,0,2,0,3
17,23,2018,11,0,185,2,3,4,5,0,1,3,1,1,1,120,53,0,0,1,3
17,23,2021,10,0,735,1,2,5,9,2,0,0,3,3,3,92,67,0,1,0,3
28,23,2022,9,3,414,2,5,2,3,1,0,0,3,3,1,77,45,0,1,1,0
9,23,2021,8,3,894,1,3,2,5,0,0,1,1,1,2,72,43,1,1,0,1
4,23,2020,5,5,311,1,4,2,0,3,3,0,3,2,3,58,18,0,2,0,3
22,23,2020,9,4,1231,2,4,6,1,3,0,1,1,0,3,70,65,0,0,1,2
13,1,2020,3,6,1243,1,3,0,2,4,3,1,0,1,0,97,32,0,1,1,0
2,23,2018,11,1,267,0,2,3,7,1,1,2,3,3,0,118,55,1,2,1,0
13,12,2020,2,4,714,1,4,5,6,3,3,2,2,0,1,74,64,0,0,1,3
10,23,2020,8,5,640,0,2,2,9,0,1,0,2,3,0,100,29,1,0,0,2
6,5,2021,7,4,268,2,2,0,3,0,0,3,1,2,2,76,31,0,1,0,2
9,23,2022,8,1,666,1,2,1,4,3,0,2,3,1,3,98,24,1,0,1,0
11,23,2022,9,5,1199,0,3,1,0,0,1,2,0,0,1,99,20,0,2,0,3
28,23,2018,0,0,718,2,4,6,10,2,0,3,0,1,1,31,31,1,2,0,0
19,23,2021,8,1,51,2,3,3,6,5,0,1,3,1,1,108,27,0,0,0,0
9,23,2023,6,1,521,1,3,0,4,1,3,1,3,3,1,54,19,1,0,1,3
11,23,2023,3,6,1247,2,3,5,0,3,4,3,3,3,2,61,61,1,1,0,3
14,23,2021,6,5,78,0,4,0,2,5,3,2,1,0,2,31,25,1,2,0,3
12,23,2021,11,0,871,1,2,0,2,4,0,2,3,1,3,67,35,1,0,0,2
11,23,2018,2,2,418,1,1,6,3,4,2,1,1,0,1,112,32,0,2,1,3
11,23,2022,10,6,266,1,1,5,1,5,4,3,2,3,3,61,59,1,1,1,1
20,23,2020,6,5,478,1,1,6,3,1,2,0,1,3,0,91,34,0,0,0,3
11,23,2020,11,4,86,1,5,4,10,2,0,1,3,3,1,111,36,1,1,0,0
24,22,2021,11,0,152,0,5,6,10,0,1,2,1,3,3,102,34,0,1,1,2
14,23,2022,11,1,937,0,5,4,6,0,1,2,2,1,1,55,23,0,2,0,3
12,23,2021,9,0,963,0,1,2,2,0,4,1,2,0,0,34,30,1,0,1,0
23,23,2022,7,5,625,1,4,0,8,3,3,3,0,1,1,32,24,0,0,0,1
29,25,2021,2,6,273,1,1,5,3,4,3,0,0,3,0,111,42,1,2,1,0
25,23,2022,7,1,629,1,1,6,7,1,2,3,2,2,3,118,38,0,2,0,1
23,23,2021,6,1,590,2,2,2,1,0,1,1,3,0,0,40,35,1,2,0,3
16,13,2018,2,1,247,2,1,1,8,1,4,0,0,2,2,55,45,1,2,1,1
2,23,2019,6,0,1260,1,3,5,8,2,0,2,0,0,2,74,64,0,1,1,2
11,23,2018,1,6,1114,2,4,1,10,2,2,0,3,2,3,45,64,0,0,0,0
25,23,2022,4,4,1232,0,5,4,1,3,4,3,0,1,2,59,36,1,0,0,2
29,25,2022,0,0,1021,0,4,5,8,5,3,3,2,1,0,111,21,1,2,0,0
19,23,2021,6,6,675,2,3,6,1,5,4,0,2,1,2,111,43,0,0,1,2
5,23,2020,10,4,905,2,2,0,1,2,3,2,2,3,1,40,56,0,1,1,2
17,23,2018,3,2,486,0,5,6,3,3,4,1,2,2,1,91,40,1,2,0,3
7,23,2020,11,1,671,1,2,5,7,1,2,2,2,0,0,72,70,0,0,0,3
25,23,2021,10,1,219,1,2,4,4,2,0,0,3,2,0,51,36,1,2,1,0
12,23,2023,11,4,443,0,3,2,2,4,0,2,3,1,1,102,64,1,1,1,1
3,23,2023,1,6,563,2,3,5,5,3,0,0,1,0,3,30,50,1,1,1,1
5,23,2018,10,1,12,1,2,0,3,0,4,0,2,3,2,112,70,1,1,0,2
30,23,2020,1,3,968,1,2,1,10,1,0,1,1,1,2,53,57,1,1,0,0
18,23,2023,3,0,645,0,4,4,2,3,3,1,1,1,2,45,49,0,1,1,2
16,15,2020,0,5,874,2,2,4,0,4,3,3,3,0,2,106,46,0,0,0,3
14,23,2021,8,4,1162,2,4,6,8,0,0,1,2,3,0,76,26,0,1,1,1
14,23,2023,2,1,726,1,1,3,2,4,4,0,0,3,2,76,54,1,1,0,1
2,23,2019,2,1,260,2,5,0,4,3,1,3,0,1,2,81,50,0,1,1,3
0,27,2022,0,2,1044,2,2,5,8,3,2,1,0,2,2,51,44,1,2,0,0
16,17,2019,5,5,350,2,1,5,2,4,3,0,2,1,3,32,27,0,2,0,1
8,20,2023,4,1,690,1,2,6,10,5,0,1,2,2,2,91,25,1,2,0,0
1,23,2023,7,5,438,1,3,1,0,2,3,0,1,2,2,82,50,1,0,0,0
19,23,2022,7,0,960,2,2,2,7,4,3,2,0,3,3,86,43,1,2,0,2
8,20,2022,7,4,960,1,1,6,4,1,4,2,3,1,3,81,26,0,1,1,3
18,23,2020,1,0,835,1,5,6,6,5,0,2,0,1,2,59,33,1,0,1,2
31,19,2019,0,1,485,2,1,1,8,1,1,3,0,1,2,112,49,1,2,0,0
30,23,2021,6,3,1172,2,2,5,0,4,2,0,1,2,3,30,34,1,1,1,0
8,20,2021,9,3,132,2,5,2,0,1,4,0,3,1,1,109,31,0,0,0,2
2,23,2023,5,2,588,1,5,1,6,4,4,3,3,1,3,84,57,1,1,1,3
4,23,2019,6,4,901,2,4,1,6,4,3,2,0,2,1,67,68,0,2,1,3
21,23,2018,1,4,535,0,2,6,3,5,3,0,3,2,0,59,27,1,1,1,3
27,23,2020,11,3,720,0,1,5,5,0,1,3,0,2,2,31,60,0,0,1,3
2,23,2019,10,1,387,2,5,2,0,5,3,2,2,2,1,47,26,1,1,1,0
4,23,2019,4,2,5,1,4,5,5,1,2,1,0,3,3,90,34,0,1,1,0
22,23,2023,10,0,786,1,1,4,0,1,3,1,0,3,0,87,34,1,0,0,1
24,22,2022,4,5,569,2,1,4,4,2,2,3,3,3,2,86,68,0,1,0,3
29,8,2021,7,0,645,0,5,4,8,1,4,0,2,2,0,97,48,1,2,1,2
0,27,2022,11,5,1183,1,5,5,7,3,2,1,2,3,1,107,63,1,0,0,3
16,17,2019,2,1,240,0,4,2,5,1,1,1,2,1,0,32,47,0,1,0,0
29,10,2022,3,1,178,2,2,5,4,1,1,1,3,0,0,33,18,0,0,1,3
18,23,2022,6,3,716,1,5,6,9,2,2,1,0,1,3,75,21,1,1,1,1
10,23,2021,10,1,733,0,1,3,6,3,4,3,1,0,0,42,24,1,1,0,2
22,23,2018,10,3,345,0,1,5,6,2,3,1,0,0,2,72,35,0,0,0,2
7,23,2023,2,4,36,1,1,1,2,3,4,1,1,1,0,93,60,0,2,1,0
25,23,2023,6,4,623,2,2,5,10,5,1,2,1,2,2,69,43,0,0,1,3
10,23,2020,9,2,1250,2,4,4,0,0,2,2,3,2,3,40,18,0,2,1,3
31,19,2021,9,3,128,0,5,0,5,0,4,1,0,1,0,108,64,1,1,1,3
8,20,2021,8,5,453,2,1,1,0,2,0,0,0,2,2,106,22,1,2,1,1
26,3,2018,11,4,136,2,4,0,7,3,4,1,0,0,0,106,37,1,2,0,2
11,23,2023,3,6,489,2,4,1,9,3,4,1,1,0,3,58,38,0,2,0,0
25,23,2023,6,1,1149,1,4,2,2,2,0,3,2,3,1,93,57,1,1,0,1
27,23,2022,8,5,25,0,5,1,8,0,4,1,1,1,2,49,49,1,1,0,0
21,23,2020,8,6,1012,1,5,0,8,5,3,1,2,1,3,83,38,1,0,0,0
4,23,2019,5,4,597,0,4,6,1,0,3,2,0,3,3,59,35,1,2,0,2
12,23,2020,10,4,956,2,1,1,9,5,1,0,0,3,0,108,40,1,0,1,3
21,23,2019,7,0,964,2,3,3,8,2,3,1,1,2,1,50,54,1,2,1,1
23,23,2018,6,4,580,0,1,0,6,4,1,2,3,0,1,36,42,1,0,0,1
26,11,2022,4,1,886,0,2,0,2,2,0,1,0,1,0,105,23,0,0,1,0
8,0,2018,11,4,53,1,2,0,4,4,4,3,2,0,0,86,62,0,0,0,3
7,23,2023,11,6,190,2,1,0,8,1,3,3,0,0,3,80,20,1,0,0,0
6,5,2018,0,3,256,2,3,4,7,5,3,0,1,0,3,114,70,0,2,0,1
7,23,2022,0,0,1013,2,1,5,10,1,0,1,3,3,2,34,25,0,2,0,2
2,23,2022,10,0,1229,2,1,6,8,1,0,2,2,2,2,67,21,0,1,0,3
14,23,2018,2,1,614,2,4,3,2,1,0,3,1,0,3,87,68,1,1,0,3
24,7,2020,8,4,368,1,4,6,4,5,1,0,0,2,2,75,67,0,2,0,1
2,23,2019,0,6,235,0,3,0,3,3,0,1,3,3,1,104,19,0,1,1,0
17,23,2022,7,3,937,2,2,2,4,4,4,2,3,0,1,49,34,1,0,0,2
21,23,2023,9,6,882,1,2,3,0,1,0,1,2,2,2,110,66,0,1,1,1
2,23,2018,0,2,850,1,3,2,8,0,1,2,1,0,0,36,18,0,2,1,3
18,23,2018,9,1,912,2,5,2,8,5,3,1,0,3,1,38,45,0,0,1,1
3,23,2019,7,1,1097,1,5,2,4,2,0,3,1,2,3,117,56,1,0,0,3
31,19,2021,8,3,1261,0,1,1,2,2,4,3,0,1,2,65,42,1,0,0,0
26,2,2023,7,4,856,1,5,6,5,4,2,1,0,0,1,58,20,1,2,0,3
24,22,2018,6,2,493,0,2,0,7,4,2,2,0,1,2,94,44,0,1,1,2
16,17,2018,11,6,168,1,4,6,6,0,0,2,2,3,3,107,22,1,0,1,2
9,23,2018,2,6,674,2,5,6,4,2,1,0,1,3,1,42,51,0,2,1,3
20,23,2023,7,2,517,2,1,5,8,2,0,2,0,2,3,45,48,0,1,0,1
24,6,2018,11,4,10,2,3,2,10,1,3,1,1,0,0,54,45,0,1,0,3
4,23,2019,2,4,586,2,5,2,5,2,0,0,2,3,2,72,30,1,1,0,0
22,23,2021,11,6,419,2,4,1,9,2,3,0,1,1,3,45,50,1,0,1,0
15,23,2018,7,6,585,2,1,5,1,4,0,1,1,3,0,103,21,0,2,0,0
9,23,2023,0,2,705,2,1,6,9,1,0,2,3,1,3,110,53,0,1,0,3
6,5,2020,11,4,805,2,1,3,3,1,4,0,1,2,1,102,24,1,2,0,1
1,23,2019,11,6,155,0,3,3,7,1,1,0,1,3,3,95,28,0,0,0,2
1,23,2018,10,1,403,1,2,1,4,3,0,2,0,0,0,46,53,0,2,1,2
18,23,2020,2,2,274,2,3,1,10,5,0,2,2,0,0,84,36,1,2,0,3
1,23,2023,3,2,60,2,1,2,8,3,3,1,3,1,3,85,59,0,2,0,3
30,23,2018,2,0,941,1,1,6,1,0,3,3,0,0,1,84,26,1,1,1,0
12,23,2021,11,6,32,0,2,1,7,3,3,0,0,1,2,49,34,1,1,1,1
19,23,2023,9,3,958,2,2,5,2,3,4,1,1,1,3,106,36,1,0,0,3
17,23,2021,7,3,446,1,2,4,9,3,4,2,0,2,1,62,28,1,2,1,0
18,23,2018,6,6,1060,0,3,3,10,2,0,0,0,0,3,62,55,1,2,1,2
26,3,2023,4,2,775,2,3,0,9,3,0,3,0,1,2,119,63,0,2,0,3
23,23,2022,4,2,757,0,4,4,10,3,3,0,2,0,2,114,22,1,2,0,2
10,23,2019,2,6,1238,1,5,0,6,3,2,2,3,2,0,59,69,1,0,1,2
12,23,2020,1,4,890,0,3,2,10,2,1,3,1,3,1,120,18,0,2,1,3
8,0,2020,10,1,705,2,1,1,2,0,1,1,1,2,3,94,41,0,1,0,1
1,23,2023,0,2,745,2,4,4,5,4,2,3,2,2,2,46,39,1,2,1,2
14,23,2023,0,1,843,2,1,5,4,3,2,0,1,3,2,60,35,1,0,1,3
26,11,2023,0,5,1199,1,4,0,9,2,3,2,3,1,0,77,51,1,1,1,3
12,23,2022,6,6,886,0,5,5,9,5,4,2,1,2,3,116,42,1,0,1,1
18,23,2022,9,4,286,2,1,4,8,4,3,0,3,1,2,66,24,0,0,1,3
2,23,2020,4,4,488,1,2,1,6,4,1,0,2,1,2,62,33,1,0,0,2
16,13,2020,3,1,904,1,5,6,0,5,4,3,3,0,1,43,69,1,2,0,2
13,12,2023,2,6,841,1,1,5,0,4,3,2,0,1,2,60,68,0,0,1,3
29,10,2020,8,5,561,1,3,4,8,2,2,0,1,1,2,93,19,0,0,1,0
9,23,2018,0,2,320,0,1,0,2,4,2,1,0,3,0,79,55,0,0,1,3
27,23,2018,4,2,1213,0,5,3,6,3,3,0,1,3,2,43,64,1,1,0,3
27,23,2022,6,0,837,2,2,3,9,4,1,0,1,1,1,103,48,1,1,1,2
25,23,2020,8,6,1224,1,4,6,1,3,3,1,3,0,3,77,22,1,1,1,0
31,9,2021,0,4,987,1,3,1,7,1,3,3,3,0,0,45,24,0,1,0,0
2,23,2023,11,2,949,1,4,2,4,2,1,2,1,0,1,44,46,1,2,1,3
20,23,2020,9,2,28,1,1,4,5,4,1,2,2,1,1,106,61,0,1,1,0
10,23,2018,3,2,1256,2,3,0,8,0,1,2,2,1,2,51,34,0,2,1,3
26,11,2022,1,2,119,2,1,6,8,1,2,1,3,2,2,119,68,0,2,0,3
20,23,2019,1,3,753,0,2,6,2,2,2,2,2,0,3,32,63,0,0,1,1
7,23,2018,6,0,915,0,2,3,9,1,3,1,3,0,1,98,50,0,2,0,0
24,7,2022,1,6,33,2,4,5,6,4,4,3,0,3,0,115,48,0,0,0,1
8,20,2022,9,3,77,2,5,1,6,0,4,1,3,3,0,54,43,0,0,0,3
21,23,2018,8,6,1081,1,2,5,9,4,4,0,1,1,0,75,56,1,2,0,2
1,23,2020,2,1,315,2,3,2,0,4,2,2,1,0,3,98,42,1,1,1,2
10,23,2019,8,3,104,0,3,6,2,0,4,2,3,0,3,118,64,0,0,1,3
11,23,2023,4,3,578,1,1,6,8,2,4,1,0,0,3,32,30,1,1,1,3
15,23,2022,8,3,83,2,3,2,8,2,2,0,1,2,3,69,54,0,0,1,1
21,23,2018,3,4,112,1,1,2,0,2,3,1,1,2,3,105,33,1,1,1,0
26,11,2022,8,3,30,1,3,6,1,4,1,3,1,0,1,46,63,0,2,0,0
7,23,2023,6,0,1118,2,2,5,2,5,4,0,3,0,2,111,43,0,1,1,3
6,5,2020,3,4,237,2,5,5,0,0,1,3,2,2,3,60,44,1,2,1,2
7,23,2019,6,5,393,0,4,6,0,1,0,3,0,3,1,47,45,1,0,0,1
19,23,2023,3,6,617,1,4,0,5,5,1,1,1,0,1,65,57,1,2,1,3
9,23,2020,10,3,34,1,5,4,7,5,3,1,1,2,1,87,27,1,1,1,0
